event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
327,2022-12-16T22:40:02.998367,weed_position?,start,m_42,{weed: {x:7.763851228027434; y: 9.95886154596478} },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
328,2022-12-16T22:40:02.999367,weed_position?,start,m_42,{weed: {x:7.763851228027434; y: 9.95886154596478} },receive,8.306.482.005.427.110,1.036.616.056.813.160,0.0,tractor_1,1
332,2022-12-16T22:40:12.998367,tractor_position!,start,m_43,{ header: tractor_1; position: {x:8.004844298531822; y: 9.987084519988136} },send,8.306.482.005.427.110,1.036.616.056.813.160,0.0,tractor_1,1
333,2022-12-16T22:40:13.014367,tractor_position?,start,m_43,{ header: tractor_1; position: {x:8.004844298531822; y: 9.987084519988136} },receive,7.763.851.228.027.430,995.886.154.596.478,14.614.961.768.400.100,drone,1
336,2022-12-16T22:40:13.054367,tractor_position!,start,m_44,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },send,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
337,2022-12-16T22:40:13.070367,tractor_position?,start,m_44,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },receive,7.763.851.228.027.430,995.886.154.596.478,14.614.961.768.400.100,drone,1
340,2022-12-16T22:40:13.123367,select_closest_tractor,start,,,,7.763.851.228.027.430,995.886.154.596.478,14.614.961.768.400.100,drone,1
342,2022-12-16T22:40:13.146367,closest_tractor!,start,m_45,{ name: tractor_1 },send,7.763.851.228.027.430,995.886.154.596.478,14.614.961.768.400.100,drone,1
343,2022-12-16T22:40:13.152367,closest_tractor?,start,m_45,{ name: tractor_1 },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
344,2022-12-16T22:40:13.157367,closest_tractor?,start,m_45,{ name: tractor_1 },receive,8.004.844.298.531.820,9.987.084.519.988.130,0.0,tractor_1,1
345,2022-12-16T22:40:13.158367,explore,start,,,,7.763.851.228.027.430,995.886.154.596.478,14.405.167.402.500.000,drone,1
349,2022-12-16T22:40:13.172367,move,start,,,,8.004.844.298.531.820,9.987.084.519.988.130,0.0,tractor_1,1
351,2022-12-16T22:40:13.211367,cut_grass,start,,,,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
354,2022-12-16T22:40:26.272367,weed_found,start,,,,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
356,2022-12-16T22:40:36.296367,weed_position!,start,m_46,{weed: {x:8.39561878396563; y: 9.880781984379983} },send,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
357,2022-12-16T22:40:36.312367,weed_position?,start,m_46,{weed: {x:8.39561878396563; y: 9.880781984379983} },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
358,2022-12-16T22:40:36.315367,weed_position?,start,m_46,{weed: {x:8.39561878396563; y: 9.880781984379983} },receive,8.004.844.298.531.820,9.987.084.519.988.130,0.0,tractor_1,1
362,2022-12-16T22:40:46.308367,tractor_position!,start,m_47,{ header: tractor_1; position: {x:7.763851228027434; y: 9.95886154596478} },send,8.004.844.298.531.820,9.987.084.519.988.130,0.0,tractor_1,1
363,2022-12-16T22:40:46.319367,tractor_position?,start,m_47,{ header: tractor_1; position: {x:7.763851228027434; y: 9.95886154596478} },receive,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
366,2022-12-16T22:40:46.358367,tractor_position!,start,m_48,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },send,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
367,2022-12-16T22:40:46.377367,tractor_position?,start,m_48,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },receive,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
370,2022-12-16T22:40:46.414367,select_closest_tractor,start,,,,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
372,2022-12-16T22:40:46.437367,closest_tractor!,start,m_49,{ name: tractor_1 },send,839.561.878.396.563,9.880.781.984.379.980,14.405.167.402.500.000,drone,1
373,2022-12-16T22:40:46.445367,closest_tractor?,start,m_49,{ name: tractor_1 },receive,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
375,2022-12-16T22:40:46.449367,explore,start,,,,839.561.878.396.563,9.880.781.984.379.980,1.455.844.802.202.370,drone,1
376,2022-12-16T22:40:46.455367,closest_tractor?,start,m_49,{ name: tractor_1 },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
379,2022-12-16T22:40:46.464367,move,start,,,,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
381,2022-12-16T22:40:46.502367,cut_grass,start,,,,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
384,2022-12-16T22:40:55.505367,weed_found,start,,,,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
386,2022-12-16T22:41:05.532367,weed_position!,start,m_50,{weed: {x:8.091617140130426; y: 9.386884434665136} },send,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
388,2022-12-16T22:41:25.532367,weed_position!,start,m_50,{weed: {x:8.091617140130426; y: 9.386884434665136} },send,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
390,2022-12-16T22:41:45.532367,weed_position!,start,m_50,{weed: {x:8.091617140130426; y: 9.386884434665136} },send,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
391,2022-12-16T22:41:45.550367,weed_position?,start,m_50,{weed: {x:8.091617140130426; y: 9.386884434665136} },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
394,2022-12-16T22:41:55.552367,tractor_position!,start,m_51,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },send,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
395,2022-12-16T22:41:55.567367,tractor_position?,start,m_51,{ header: tractor_2; position: {x:8.519964088798432; y: 8.951852175520266} },receive,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
398,2022-12-16T22:41:55.618367,select_closest_tractor,start,,,,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
400,2022-12-16T22:41:55.638367,closest_tractor!,start,m_52,{ name: tractor_2 },send,8.091.617.140.130.420,9.386.884.434.665.130,1.455.844.802.202.370,drone,1
401,2022-12-16T22:41:55.650367,explore,start,,,,8.091.617.140.130.420,9.386.884.434.665.130,14.122.341.044.884.200,drone,1
403,2022-12-16T22:41:55.652367,closest_tractor?,start,m_52,{ name: tractor_2 },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
404,2022-12-16T22:41:55.658367,closest_tractor?,start,m_52,{ name: tractor_2 },receive,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
405,2022-12-16T22:41:55.665367,move,start,,,,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
409,2022-12-16T22:41:55.706367,cut_grass,start,,,,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
412,2022-12-16T22:42:03.767367,weed_found,start,,,,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
414,2022-12-16T22:42:13.794367,weed_position!,start,m_53,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
416,2022-12-16T22:42:33.794367,weed_position!,start,m_53,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
418,2022-12-16T22:42:53.794367,weed_position!,start,m_53,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
420,2022-12-16T22:43:13.794367,weed_position!,start,m_53,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
422,2022-12-16T22:43:33.794367,weed_position!,start,m_54,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
424,2022-12-16T22:43:53.794367,weed_position!,start,m_55,{weed: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
425,2022-12-16T22:43:53.811367,weed_position?,start,m_55,{weed: {x:7.806839119372695; y: 8.907059757982148} },receive,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
426,2022-12-16T22:43:53.812367,weed_position?,start,m_55,{weed: {x:7.806839119372695; y: 8.907059757982148} },receive,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
430,2022-12-16T22:44:03.804367,tractor_position!,start,m_56,{ header: tractor_1; position: {x:8.39561878396563; y: 9.880781984379983} },send,7.763.851.228.027.430,995.886.154.596.478,0.0,tractor_1,1
431,2022-12-16T22:44:03.815367,tractor_position?,start,m_56,{ header: tractor_1; position: {x:8.39561878396563; y: 9.880781984379983} },receive,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
434,2022-12-16T22:44:03.849367,tractor_position!,start,m_57,{ header: tractor_2; position: {x:8.091617140130426; y: 9.386884434665136} },send,8.519.964.088.798.430,8.951.852.175.520.260,0.0,tractor_2,1
435,2022-12-16T22:44:03.860367,tractor_position?,start,m_57,{ header: tractor_2; position: {x:8.091617140130426; y: 9.386884434665136} },receive,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
438,2022-12-16T22:44:03.911367,select_closest_tractor,start,,,,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
440,2022-12-16T22:44:03.932367,closest_tractor!,start,m_58,{ name: tractor_2 },send,7.806.839.119.372.690,8.907.059.757.982.140,14.122.341.044.884.200,drone,1
442,2022-12-16T22:44:03.942367,explore,start,,,,7.806.839.119.372.690,8.907.059.757.982.140,14.223.644.524.832.200,drone,1
443,2022-12-16T22:44:03.942367,closest_tractor?,start,m_58,{ name: tractor_2 },receive,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
445,2022-12-16T22:44:03.952367,closest_tractor?,start,m_58,{ name: tractor_2 },receive,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
447,2022-12-16T22:44:03.966367,move,start,,,,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
449,2022-12-16T22:44:03.999367,cut_grass,start,,,,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,1
452,2022-12-16T22:44:09.005367,weed_found,start,,,,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
454,2022-12-16T22:44:19.039367,weed_position!,start,m_59,{weed: {x:9.602346805813047; y: 10.283351556049439} },send,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
456,2022-12-16T22:44:39.039367,weed_position!,start,m_59,{weed: {x:9.602346805813047; y: 10.283351556049439} },send,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
458,2022-12-16T22:44:59.039367,weed_position!,start,m_59,{weed: {x:9.602346805813047; y: 10.283351556049439} },send,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
459,2022-12-16T22:44:59.056367,weed_position?,start,m_59,{weed: {x:9.602346805813047; y: 10.283351556049439} },receive,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
462,2022-12-16T22:45:09.051367,tractor_position!,start,m_60,{ header: tractor_1; position: {x:8.39561878396563; y: 9.880781984379983} },send,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
463,2022-12-16T22:45:09.068367,tractor_position?,start,m_60,{ header: tractor_1; position: {x:8.39561878396563; y: 9.880781984379983} },receive,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
466,2022-12-16T22:45:09.135367,select_closest_tractor,start,,,,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
468,2022-12-16T22:45:09.158367,closest_tractor!,start,m_61,{ name: tractor_1 },send,9.602.346.805.813.040,1.028.335.155.604.940,14.223.644.524.832.200,drone,1
470,2022-12-16T22:45:09.170367,explore,start,,,,9.602.346.805.813.040,1.028.335.155.604.940,14.409.718.855.867.800,drone,1
471,2022-12-16T22:45:09.173367,closest_tractor?,start,m_61,{ name: tractor_1 },receive,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
472,2022-12-16T22:45:09.181367,closest_tractor?,start,m_61,{ name: tractor_1 },receive,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
474,2022-12-16T22:45:09.184367,move,start,,,,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
477,2022-12-16T22:45:09.234367,cut_grass,start,,,,9.602.346.805.813.040,1.028.335.155.604.940,0.0,tractor_1,1
480,2022-12-16T22:45:16.305367,weed_found,start,,,,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
482,2022-12-16T22:45:26.345367,weed_position!,start,m_62,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
484,2022-12-16T22:45:46.345367,weed_position!,start,m_62,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
486,2022-12-16T22:46:06.345367,weed_position!,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
488,2022-12-16T22:46:26.345367,weed_position!,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
490,2022-12-16T22:46:46.345367,weed_position!,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
492,2022-12-16T22:47:06.345367,weed_position!,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
493,2022-12-16T22:47:06.360367,weed_position?,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },receive,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
494,2022-12-16T22:47:06.361367,weed_position?,start,m_63,{weed: {x:9.393945983824219; y: 10.271274115061741} },receive,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
498,2022-12-16T22:47:16.361367,tractor_position!,start,m_64,{ header: tractor_1; position: {x:9.602346805813047; y: 10.283351556049439} },send,839.561.878.396.563,9.880.781.984.379.980,0.0,tractor_1,1
499,2022-12-16T22:47:16.376367,tractor_position?,start,m_64,{ header: tractor_1; position: {x:9.602346805813047; y: 10.283351556049439} },receive,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
502,2022-12-16T22:47:16.409367,tractor_position!,start,m_65,{ header: tractor_2; position: {x:7.806839119372695; y: 8.907059757982148} },send,8.091.617.140.130.420,9.386.884.434.665.130,0.0,tractor_2,1
503,2022-12-16T22:47:16.422367,tractor_position?,start,m_65,{ header: tractor_2; position: {x:7.806839119372695; y: 8.907059757982148} },receive,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
506,2022-12-16T22:47:16.466367,select_closest_tractor,start,,,,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
508,2022-12-16T22:47:16.488367,closest_tractor!,start,m_66,{ name: tractor_1 },send,939.394.598.382.422,1.027.127.411.506.170,14.409.718.855.867.800,drone,1
509,2022-12-16T22:47:16.497367,closest_tractor?,start,m_66,{ name: tractor_1 },receive,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,1
511,2022-12-16T22:47:16.499367,explore,start,,,,939.394.598.382.422,1.027.127.411.506.170,1.467.299.985.878.670,drone,1
514,2022-12-16T22:47:16.507367,move,start,,,,9.602.346.805.813.040,1.028.335.155.604.940,0.0,tractor_1,1
515,2022-12-16T22:47:16.509367,closest_tractor?,start,m_66,{ name: tractor_1 },receive,9.602.346.805.813.040,1.028.335.155.604.940,0.0,tractor_1,1
517,2022-12-16T22:47:16.532367,cut_grass,start,,,,939.394.598.382.422,1.027.127.411.506.170,0.0,tractor_1,1
520,2022-12-16T22:47:32.625367,weed_found,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
522,2022-12-16T22:47:42.651367,weed_position!,start,m_67,{weed: {x:9.003714693233153; y: 9.705122372522748} },send,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
524,2022-12-16T22:48:02.651367,weed_position!,start,m_67,{weed: {x:9.003714693233153; y: 9.705122372522748} },send,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
526,2022-12-16T22:48:22.651367,weed_position!,start,m_67,{weed: {x:9.003714693233153; y: 9.705122372522748} },send,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
528,2022-12-16T22:48:32.651367,low_battery,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
530,2022-12-16T22:48:32.690367,return_to_base,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,1.467.299.985.878.670,drone,1
532,2022-12-16T22:48:51.690367,land,start,,,,0.0,5.0,1.467.299.985.878.670,drone,1
534,2022-12-16T22:48:53.690367,low_battery,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,0.0,tractor_1,1
535,2022-12-16T22:48:53.690367,low_battery,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,0.0,tractor_2,1
538,2022-12-16T22:48:53.728367,return_to_base,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,0.0,tractor_1,1
539,2022-12-16T22:48:53.728367,return_to_base,start,,,,9.003.714.693.233.150,9.705.122.372.522.740,0.0,tractor_2,1
542,2022-12-16T22:48:53.793367,stop,start,,,,0.0,1.0,0.0,tractor_1,1
543,2022-12-16T22:48:53.794367,stop,start,,,,0.0,1.0,0.0,tractor_2,1
546,2022-12-16T23:27:14.918351,takeoff,start,,,,0.0,4.970.267.383.219.220,0.0,drone,2
547,2022-12-16T23:27:15.938351,explore,start,,,,0.0,4.970.267.383.219.220,1.494.580.141.910.960,drone,2
550,2022-12-16T23:27:24.013351,weed_found,start,,,,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
552,2022-12-16T23:27:34.053351,weed_position!,start,m_68,{weed: {x:0.6318825479849125; y: 5.717292534032372} },send,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
554,2022-12-16T23:27:54.053351,weed_position!,start,m_68,{weed: {x:0.6318825479849125; y: 5.717292534032372} },send,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
555,2022-12-16T23:27:54.073351,weed_position?,start,m_68,{weed: {x:0.6318825479849125; y: 5.717292534032372} },receive,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,2
558,2022-12-16T23:28:04.071351,tractor_position!,start,m_69,{ header: tractor_2; position: {x:7.806839119372695; y: 8.907059757982148} },send,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,2
559,2022-12-16T23:28:04.088351,tractor_position?,start,m_69,{ header: tractor_2; position: {x:7.806839119372695; y: 8.907059757982148} },receive,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
562,2022-12-16T23:28:04.150351,select_closest_tractor,start,,,,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
564,2022-12-16T23:28:04.174351,closest_tractor!,start,m_70,{ name: tractor_2 },send,0.6318825479849125,5.717.292.534.032.370,1.494.580.141.910.960,drone,2
566,2022-12-16T23:28:04.185351,explore,start,,,,0.6318825479849125,5.717.292.534.032.370,14.599.090.962.995.700,drone,2
567,2022-12-16T23:28:04.192351,closest_tractor?,start,m_70,{ name: tractor_2 },receive,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,2
568,2022-12-16T23:28:04.195351,closest_tractor?,start,m_70,{ name: tractor_2 },receive,9.602.346.805.813.040,1.028.335.155.604.940,0.0,tractor_1,2
569,2022-12-16T23:28:04.204351,move,start,,,,7.806.839.119.372.690,8.907.059.757.982.140,0.0,tractor_2,2
